nm,Chl_b90
350,28431.8973
350.4,28215.16422
350.8,28056.44237
351.2,27871.61773
351.6,27703.43374
352,27657.77735
352.4,27378.88643
352.8,27243.3923
353.2,27167.54213
353.6,27133.13543
354,26951.14234
354.4,26820.32537
354.8,26819.21791
355.2,26683.57678
355.6,26709.02777
356,26749.03094
356.4,26570.98284
356.8,26707.41398
357.2,26471.66565
357.6,26589.24858
358,26442.91181
358.4,26477.60014
358.8,26252.61282
359.2,26271.42169
359.6,26302.6
360,26196.55329
360.4,26058.01845
360.8,25937.82927
361.2,25900.48943
361.6,25979.92147
362,25812.16453
362.4,25679.567
362.8,25586.94691
363.2,25478.20424
363.6,25300.07024
364,25244.80276
364.4,25167.77722
364.8,24879.68014
365.2,24807.24053
365.6,24561.35488
366,24462.85806
366.4,24262.27358
366.8,24056.6544
367.2,23891.23477
367.6,23719.01839
368,23614.27262
368.4,23405.5633
368.8,23271.01952
369.2,23065.53845
369.6,22935.46612
370,22684.96443
370.4,22538.50468
370.8,22410.87387
371.2,22290.71595
371.6,22183.5778
372,22119.68759
372.4,22022.51
372.8,21929.8075
373.2,21796.86938
373.6,21746.19703
374,21676.82526
374.4,21615.76925
374.8,21536.9059
375.2,21487.71526
375.6,21403.65802
376,21301.66495
376.4,21261.20424
376.8,21170.87436
377.2,21169.90979
377.6,21094.55034
378,21026.54796
378.4,20905.59206
378.8,20787.08888
379.2,20687.34962
379.6,20574.31556
380,20457.06975
380.4,20369.61213
380.8,20161.18818
381.2,19986.48697
381.6,19870.32518
382,19659.34061
382.4,19454.39208
382.8,19222.19903
383.2,18981.82336
383.6,18702.43716
384,18449.19346
384.4,18182.29263
384.8,17810.36915
385.2,17516.18673
385.6,17191.78413
386,16875.8221
386.4,16536.73637
386.8,16215.76979
387.2,15864.73748
387.6,15555.91504
388,15208.9538
388.4,14839.29243
388.8,14554.50019
389.2,14246.09875
389.6,13910.238
390,13669.27963
390.4,13336.59229
390.8,13091.16573
391.2,12857.27038
391.6,12647.86054
392,12449.80042
392.4,12229.89184
392.8,12081.3764
393.2,11882.49959
393.6,11750.89921
394,11634.93472
394.4,11576.45386
394.8,11481.46223
395.2,11432.83119
395.6,11343.78717
396,11316.90285
396.4,11273.4844
396.8,11268.96226
397.2,11315.61826
397.6,11325.57593
398,11365.84637
398.4,11385.1402
398.8,11457.55003
399.2,11553.83842
399.6,11645.23749
400,11744.38026
400.4,11811.26621
400.8,11912.20123
401.2,12023.64739
401.6,12128.00244
402,12260.93437
402.4,12372.55884
402.8,12483.44157
403.2,12630.81852
403.6,12707.47551
404,12864.68804
404.4,12994.8364
404.8,13122.42826
405.2,13233.27216
405.6,13426.49395
406,13494.84349
406.4,13670.89321
406.8,13799.36313
407.2,14006.43245
407.6,14136.17899
408,14289.47483
408.4,14442.02509
408.8,14633.60797
409.2,14816.87654
409.6,14996.69696
410,15219.96773
410.4,15417.36344
410.8,15655.08473
411.2,15899.57968
411.6,16149.22151
412,16417.72415
412.4,16698.40343
412.8,17016.10271
413.2,17349.233
413.6,17731.82329
414,18093.1416
414.4,18521.55891
414.8,18980.11222
415.2,19446.19345
415.6,19968.74329
416,20524.10292
416.4,21082.7665
416.8,21669.39362
417.2,22328.39313
417.6,22982.83318
418,23677.46407
418.4,24419.06674
418.8,25183.22018
419.2,25947.83463
419.6,26769.85417
420,27636.76739
420.4,28510.40289
420.8,29413.09277
421.2,30319.19416
421.6,31267.15782
422,32213.99178
422.4,33190.08575
422.8,34168.07421
423.2,35149.47006
423.6,36130.30216
424,37133.10679
424.4,38120.14242
424.8,39075.57694
425.2,40025.43963
425.6,40983.00411
426,41870.58364
426.4,42786.90205
426.8,43618.70911
427.2,44416.54333
427.6,45326.12045
428,46115.66712
428.4,46780.2651
428.8,47498.01604
429.2,48115.04853
429.6,48699.14327
430,49255.96742
430.4,49731.59755
430.8,50203.5195
431.2,50654.55364
431.6,51019.5247
432,51349.30964
432.4,51675.55719
432.8,51951.69419
433.2,52198.03379
433.6,52409.83198
434,52624.76001
434.4,52775.47099
434.8,52966.34185
435.2,53104.32829
435.6,53258.26502
436,53438.53538
436.4,53561.19579
436.8,53744.19241
437.2,53942.54868
437.6,54204.77401
438,54443.14564
438.4,54763.86298
438.8,55112.76779
439.2,55542.62143
439.6,56017.28051
440,56559.15468
440.4,57138.35807
440.8,57849.28382
441.2,58574.8652
441.6,59434.73239
442,60358.42626
442.4,61413.9527
442.8,62564.07539
443.2,63773.89003
443.6,65107.49967
444,66567.1278
444.4,68137.09733
444.8,69796.12638
445.2,71599.34005
445.6,73495.50013
446,75520.39383
446.4,77654.24525
446.8,79850.37743
447.2,82116.41478
447.6,84545.42429
448,87030.70863
448.4,89584.90003
448.8,92218.56178
449.2,94936.78506
449.6,97602.62268
450,100379.7239
450.4,103138.7459
450.8,105917.9079
451.2,108645.4175
451.6,111369.6212
452,114054.18
452.4,116683.2593
452.8,119093.2912
453.2,121549.1897
453.6,123812.2137
454,126062.7444
454.4,128046.5613
454.8,129875.6185
455.2,131613.9563
455.6,133046.0429
456,134338.5508
456.4,135332.5605
456.8,136235.6736
457.2,136851.8699
457.6,137203.1419
458,137477
458.4,137324.6298
458.8,137030.5327
459.2,136576.8585
459.6,135913.7262
460,134915.2727
460.4,133829.2694
460.8,132435.3469
461.2,130934.3361
461.6,129173.0403
462,127377.1028
462.4,125383.2953
462.8,123268.9756
463.2,121021.0543
463.6,118713.2337
464,116275.664
464.4,113744.6454
464.8,111090.892
465.2,108431.7395
465.6,105707.9615
466,102938.3719
466.4,100145.1787
466.8,97346.22588
467.2,94443.66974
467.6,91648.58952
468,88791.9332
468.4,85952.36893
468.8,83120.23851
469.2,80353.28289
469.6,77551.69859
470,74783.01996
470.4,72072.55627
470.8,69392.62715
471.2,66757.57311
471.6,64173.21359
472,61642.59727
472.4,59190.43922
472.8,56739.91065
473.2,54390.07745
473.6,52113.18173
474,49881.83749
474.4,47706.39954
474.8,45600.32738
475.2,43551.98067
475.6,41597.34296
476,39710.74606
476.4,37870.66061
476.8,36086.86961
477.2,34382.02944
477.6,32770.67061
478,31201.50482
478.4,29704.52769
478.8,28250.4272
479.2,26877.13233
479.6,25585.755
480,24337.69677
480.4,23106.34796
480.8,21959.46188
481.2,20883.08042
481.6,19843.68652
482,18872.62531
482.4,17943.72838
482.8,17052.50913
483.2,16228.92782
483.6,15435.56207
484,14665.99766
484.4,13968.33056
484.8,13283.59229
485.2,12615.73292
485.6,11950.50504
486,11384.04306
486.4,10813.59408
486.8,10287.1143
487.2,9769.804938
487.6,9325.407442
488,8901.60489
488.4,8566.873203
488.8,8291.347411
489.2,7943.735948
489.6,7594.193391
490,7302.191392
490.4,6985.966034
490.8,6715.634965
491.2,6434.353221
491.6,6187.218934
492,5964.998795
492.4,5731.012434
492.8,5519.980706
493.2,5377.004367
493.6,5153.918372
494,5008.324084
494.4,4857.277387
494.8,4701.199061
495.2,4569.810163
495.6,4431.121371
496,4295.515146
496.4,4199.555387
496.8,4090.351976
497.2,3994.104604
497.6,3891.1028
498,3821.053962
498.4,3751.806539
498.8,3652.127119
499.2,3584.109181
499.6,3519.106023
500,3453.96878
500.4,3386.70019
500.8,3368.25379
501.2,3293.824294
501.6,3236.22906
502,3219.37186
502.4,3164.883875
502.8,3148.001465
503.2,3088.24372
503.6,3090.584058
504,3041.239789
504.4,3027.431484
504.8,3008.601344
505.2,2993.108088
505.6,2935.320152
506,2954.430703
506.4,2913.938253
506.8,2890.539564
507.2,2898.251824
507.6,2873.52252
508,2840.259102
508.4,2851.769826
508.8,2835.875999
509.2,2805.100208
509.6,2809.552948
510,2809.638149
510.4,2798.390253
510.8,2778.744164
511.2,2784.572823
511.6,2787.544344
512,2784.520644
512.4,2795.367849
512.8,2790.527617
513.2,2768.123338
513.6,2772.35767
514,2793.117808
514.4,2795.27591
514.8,2781.86411
515.2,2805.408326
515.6,2820.645347
516,2840.809572
516.4,2825.92956
516.8,2876.308302
517.2,2850.959343
517.6,2874.404384
518,2917.569682
518.4,2916.938084
518.8,2917.969998
519.2,2957.480347
519.6,2984.65498
520,2987.739938
520.4,3007.888914
520.8,3021.554642
521.2,3076.400752
521.6,3101.244025
522,3121.984565
522.4,3154.318952
522.8,3199.423401
523.2,3215.714117
523.6,3255.359803
524,3301.034947
524.4,3343.487417
524.8,3382.555186
525.2,3390.543366
525.6,3471.063384
526,3486.077989
526.4,3520.813539
526.8,3560.023165
527.2,3629.031071
527.6,3642.777386
528,3716.818312
528.4,3727.527177
528.8,3799.127073
529.2,3832.431182
529.6,3907.5256
530,3966.042234
530.4,4011.920902
530.8,4059.979268
531.2,4120.458646
531.6,4172.905552
532,4241.771919
532.4,4274.805636
532.8,4340.6323
533.2,4431.307733
533.6,4471.100042
534,4521.891735
534.4,4570.954136
534.8,4624.082512
535.2,4677.514979
535.6,4746.543144
536,4783.743451
536.4,4845.17831
536.8,4886.855616
537.2,4933.644085
537.6,4985.724365
538,5016.209798
538.4,5075.534195
538.8,5114.158999
539.2,5150.105184
539.6,5212.182691
540,5243.069722
540.4,5287.237742
540.8,5320.90091
541.2,5362.924423
541.6,5409.159395
542,5433.842104
542.4,5460.363267
542.8,5509.587309
543.2,5541.633358
543.6,5543.377142
544,5573.620113
544.4,5628.012815
544.8,5642.796726
545.2,5654.533204
545.6,5675.830824
546,5690.134645
546.4,5734.99771
546.8,5749.881336
547.2,5758.641016
547.6,5806.936125
548,5793.397262
548.4,5793.902131
548.8,5832.257126
549.2,5840.988958
549.6,5824.831436
550,5842.367221
550.4,5863.802789
550.8,5861.838541
551.2,5889.407593
551.6,5889.513645
552,5890.188156
552.4,5900.870819
552.8,5908.504885
553.2,5922.936864
553.6,5930.833022
554,5918.573648
554.4,5943.433081
554.8,5943.177936
555.2,5967.649489
555.6,5963.487473
556,5994.029626
556.4,6003.524092
556.8,6015.324549
557.2,6047.226503
557.6,6029.829135
558,6099.267157
558.4,6111.540795
558.8,6144.34836
559.2,6170.897951
559.6,6197.789382
560,6237.96012
560.4,6262.142237
560.8,6299.215143
561.2,6331.140481
561.6,6366.625639
562,6404.231741
562.4,6431.811248
562.8,6491.291171
563.2,6521.545499
563.6,6549.481552
564,6586.300019
564.4,6612.942027
564.8,6656.133917
565.2,6675.756047
565.6,6696.251
566,6740.040413
566.4,6765.618793
566.8,6783.776712
567.2,6788.064295
567.6,6838.684587
568,6878.076778
568.4,6904.917625
568.8,6913.920012
569.2,6951.936607
569.6,6954.763621
570,7008.575483
570.4,7022.724525
570.8,7044.166778
571.2,7065.761812
571.6,7096.145251
572,7110.475718
572.4,7132.70342
572.8,7161.731237
573.2,7164.360903
573.6,7180.691666
574,7219.5996
574.4,7234.554576
574.8,7263.231498
575.2,7250.145138
575.6,7302.707576
576,7312.549956
576.4,7365.575058
576.8,7396.317306
577.2,7438.297658
577.6,7477.50297
578,7502.81129
578.4,7549.817931
578.8,7582.051699
579.2,7659.210397
579.6,7686.684953
580,7765.431959
580.4,7822.184613
580.8,7897.257258
581.2,7999.136349
581.6,8019.606191
582,8153.197672
582.4,8245.655344
582.8,8326.103525
583.2,8398.80741
583.6,8544.325509
584,8647.734166
584.4,8747.845982
584.8,8860.450239
585.2,8951.486389
585.6,9106.199372
586,9204.731032
586.4,9330.754171
586.8,9408.452492
587.2,9550.293535
587.6,9669.182394
588,9769.263963
588.4,9888.971336
588.8,9990.580307
589.2,10107.43358
589.6,10211.47097
590,10299.05084
590.4,10395.86932
590.8,10482.27521
591.2,10573.26396
591.6,10657.04447
592,10735.27838
592.4,10814.23851
592.8,10877.20097
593.2,10920.01985
593.6,10965.62611
594,11011.1838
594.4,11041.29335
594.8,11083.9885
595.2,11108.33105
595.6,11128.1627
596,11133.03821
596.4,11147.76706
596.8,11142.57108
597.2,11110.96668
597.6,11102.57341
598,11082.37912
598.4,11069.73288
598.8,11017.4969
599.2,10975.98195
599.6,10891.3338
600,10851.27241
600.4,10775.47844
600.8,10712.00602
601.2,10641.1271
601.6,10542.8341
602,10450.74855
602.4,10386.29059
602.8,10271.37703
603.2,10169.32071
603.6,10063.71422
604,9976.848929
604.4,9903.627417
604.8,9789.853808
605.2,9715.023675
605.6,9635.545855
606,9542.881945
606.4,9452.870795
606.8,9397.170754
607.2,9302.670041
607.6,9218.781824
608,9167.412738
608.4,9105.422407
608.8,9039.106751
609.2,8972.626571
609.6,8934.076072
610,8888.797654
610.4,8842.829233
610.8,8835.818787
611.2,8779.62013
611.6,8749.878811
612,8748.506896
612.4,8731.466268
612.8,8710.324142
613.2,8705.903875
613.6,8670.749287
614,8660.38748
614.4,8642.410199
614.8,8623.604672
615.2,8619.170271
615.6,8638.796786
616,8596.460284
616.4,8592.813858
616.8,8602.663744
617.2,8592.388341
617.6,8600.568328
618,8587.053034
618.4,8578.200141
618.8,8588.758445
619.2,8577.12776
619.6,8593.59011
620,8613.749639
620.4,8627.242626
620.8,8679.730717
621.2,8670.368885
621.6,8737.096693
622,8784.32134
622.4,8830.58007
622.8,8912.34825
623.2,8979.612957
623.6,9074.671111
624,9203.929095
624.4,9323.119908
624.8,9477.209572
625.2,9651.10933
625.6,9805.266531
626,10005.43244
626.4,10227.14095
626.8,10452.50059
627.2,10737.86408
627.6,11032.48444
628,11338.75934
628.4,11676.07133
628.8,12052.82387
629.2,12478.46597
629.6,12895.63224
630,13362.42154
630.4,13890.84449
630.8,14423.30693
631.2,14996.70815
631.6,15588.71461
632,16232.50485
632.4,16965.55403
632.8,17716.86553
633.2,18484.52625
633.6,19323.12038
634,20164.60749
634.4,21049.29702
634.8,21981.71324
635.2,22984.0247
635.6,23984.65377
636,25042.98487
636.4,26122.89797
636.8,27247.89615
637.2,28394.02418
637.6,29549.16045
638,30745.23978
638.4,31963.39019
638.8,33126.82522
639.2,34357.18907
639.6,35573.59409
640,36756.04607
640.4,37948.11483
640.8,39078.52044
641.2,40209.84851
641.6,41260.39311
642,42265.60828
642.4,43241.69355
642.8,44121.04608
643.2,44899.51278
643.6,45641.5637
644,46253.1203
644.4,46815.41606
644.8,47211.25595
645.2,47506.78026
645.6,47753.25618
646,47838.28532
646.4,47813.53608
646.8,47675.32461
647.2,47411.35052
647.6,47081.16178
648,46598.13774
648.4,45996.27632
648.8,45322.11977
649.2,44563.40652
649.6,43670.04748
650,42717.62307
650.4,41697.96937
650.8,40629.84298
651.2,39451.64918
651.6,38252.54835
652,37009.07073
652.4,35726.63998
652.8,34433.67406
653.2,33117.17465
653.6,31783.85962
654,30445.02134
654.4,29150.81918
654.8,27829.55743
655.2,26547.00422
655.6,25254.93818
656,23990.31065
656.4,22748.24227
656.8,21555.41116
657.2,20371.63584
657.6,19281.23078
658,18217.00041
658.4,17208.41847
658.8,16234.54302
659.2,15280.11865
659.6,14417.61822
660,13546.47905
660.4,12718.23056
660.8,11987.65352
661.2,11215.21109
661.6,10533.20401
662,9856.396787
662.4,9238.591403
662.8,8660.916157
663.2,8116.769424
663.6,7616.267306
664,7125.012997
664.4,6683.345586
664.8,6275.503176
665.2,5857.5247
665.6,5500.943437
666,5138.354824
666.4,4808.393798
666.8,4523.947934
667.2,4213.331206
667.6,3941.901123
668,3656.773951
668.4,3431.753581
668.8,3213.606474
669.2,2980.857036
669.6,2800.104881
670,2626.337102
670.4,2457.037447
670.8,2310.364245
671.2,2156.401633
671.6,2019.246795
672,1882.808092
672.4,1769.041408
672.8,1659.070462
673.2,1518.457283
673.6,1440.837527
674,1356.780529
674.4,1252.047293
674.8,1189.79712
675.2,1109.246328
675.6,1037.466685
676,998.3794016
676.4,928.065389
676.8,864.1587852
677.2,802.7311137
677.6,758.8992913
678,717.137304
678.4,669.6178292
678.8,631.2571223
679.2,607.3329862
679.6,579.9038561
680,527.2429077
680.4,519.5850301
680.8,491.6899069
681.2,464.8519613
681.6,436.3969635
682,421.623257
682.4,390.4403661
682.8,379.3884846
683.2,351.9276814
683.6,329.6746131
684,301.8978691
684.4,305.5393325
684.8,292.3425776
685.2,249.8505977
685.6,267.9010264
686,263.3174711
686.4,235.6685028
686.8,234.2587758
687.2,223.0547096
687.6,236.482668
688,198.4527386
688.4,192.4294384
688.8,192.4731496
689.2,200.646306
689.6,189.9106484
690,182.6256008
690.4,175.2797945
690.8,133.2220022
691.2,162.9736505
691.6,161.9925458
692,155.3312422
692.4,136.7701823
692.8,151.1033892
693.2,151.5214874
693.6,118.415207
694,132.4355827
694.4,132.0283457
694.8,114.3039274
695.2,132.9929107
695.6,88.49669471
696,103.5963833
696.4,110.8675942
696.8,103.8313107
697.2,85.75332154
697.6,118.9170827
698,123.4531019
698.4,94.65437796
698.8,85.41716776
699.2,71.48826375
699.6,102.0507304
700,54.31864043
700.4,64.04332218
700.8,86.75147537
701.2,100.7826506
701.6,77.83770895
702,91.91273094
702.4,56.67880306
702.8,75.66533594
703.2,78.88377937
703.6,78.32555918
704,72.58542536
704.4,85.30079126
704.8,47.11107062
705.2,95.62568275
705.6,40.13421945
706,39.86411021
706.4,85.31318583
706.8,53.56495892
707.2,62.92989592
707.6,57.86321731
708,31.68222566
708.4,63.13182588
708.8,72.46520922
709.2,35.72266926
709.6,66.66582943
710,48.81780508
710.4,22.27781609
710.8,39.3418229
711.2,38.73588108
711.6,53.88502454
712,44.63858398
712.4,42.11115667
712.8,68.71102876
713.2,34.73864698
713.6,39.02213867
714,28.10823222
714.4,21.41898596
714.8,34.97923399
715.2,33.81089231
715.6,22.86866664
716,23.65693824
716.4,24.63118073
716.8,61.10003886
717.2,33.8371365
717.6,39.65664117
718,30.88390911
718.4,29.32078284
718.8,33.56947361
719.2,22.63828741
719.6,8.785168139
720,8.81E-10
720.4,39.45376671
720.8,47.43759824
721.2,2.220369094
721.6,30.42799316
722,36.7208092
722.4,20.44150927
722.8,41.83025359
723.2,54.82682925
723.6,40.16119556
724,6.946329527
724.4,51.68700475
724.8,35.31643154
725.2,53.87665522
725.6,12.63017992
726,19.05342133
726.4,27.97981776
726.8,14.39991269
727.2,25.33056852
727.6,40.2532856
728,48.66243937
728.4,30.14355029
728.8,31.95687513
729.2,47.3149114
729.6,36.01630303
730,11.55140732
730.4,4.24211436
730.8,34.80593151
731.2,30.64375098
731.6,5.110989036
732,30.30476806
732.4,22.68867585
732.8,15.19969214
733.2,19.44962651
733.6,16.88603388
734,-2.554299759
734.4,-24.91527536
734.8,-12.44570704
735.2,13.80790637
735.6,27.1956404
736,13.34377043
736.4,39.27211295
736.8,12.96660625
737.2,-17.58864204
737.6,18.09076083
738,-27.60567383
738.4,-21.15942408
738.8,25.23031547
739.2,12.27798575
739.6,7.74032544
740,7.831244443
740.4,10.74724326
740.8,21.96676629
741.2,-10.63903618
741.6,22.57054145
742,16.70702147
742.4,-4.017775053
742.8,25.52482503
743.2,-11.70743076
743.6,27.57655667
744,10.57802108
744.4,-14.23632715
744.8,13.7320792
745.2,5.519803394
745.6,2.900288544
746,-1.937171639
746.4,12.54296748
746.8,-13.82220458
747.2,5.343321218
747.6,-17.83038199
748,-67.69953094
748.4,-16.67129739
748.8,-14.21622242
749.2,-24.4713264
749.6,-30.26168332
750,-201.753313
